"stratum","ft_group","ecoregion","owner","treatment","period","age","AGB_tonac","AGB_MgHa","Vol_m3Ha","CarbonMgHa"
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",2,10,5.467,12.3,1,5.5
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",20,100,53.568,120.1,151.8,54
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",21,105,54.698,122.6,155.6,55.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",22,110,55.723,124.9,158.8,56.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",23,115,56.653,127,161.6,57.1
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",24,120,57.496,128.9,164,58
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",25,125,58.259,130.6,166,58.8
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",26,130,58.95,132.1,167.8,59.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",27,135,59.575,133.5,169.3,60.1
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",28,140,60.141,134.8,170.6,60.7
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",29,145,60.652,136,171.7,61.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",3,15,9.259,20.8,3.8,9.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",30,150,61.115,137,172.6,61.6
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",4,20,13.189,29.6,9.1,13.3
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",5,25,17.099,38.3,16.8,17.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",6,30,20.895,46.8,26.4,21.1
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",7,35,24.523,55,37.5,24.8
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",8,40,27.951,62.7,49.4,28.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",9,45,31.165,69.9,61.6,31.5
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",1,5,2.111,4.7,0.1,2.1
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",10,50,34.158,76.6,73.6,34.5
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",11,55,36.933,82.8,85.2,37.3
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",12,60,39.494,88.5,96,39.8
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",13,65,41.85,93.8,106,42.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",14,70,44.012,98.7,115,44.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",15,75,45.992,103.1,123.2,46.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",16,80,47.801,107.2,130.5,48.2
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",17,85,49.452,110.9,136.9,49.9
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",18,90,50.956,114.2,142.6,51.4
"Aspen-birch_ME_APH_Industrial","Aspen-birch","ME_APH","Industrial","untreated",19,95,52.324,117.3,147.5,52.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",2,10,9.596,21.5,10,9.7
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",20,100,46.532,104.3,121.5,46.9
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",21,105,47.66,106.8,127.1,48.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",22,110,48.732,109.2,132.5,49.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",23,115,49.75,111.5,137.9,50.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",24,120,50.717,113.7,143.2,51.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",25,125,51.637,115.8,148.3,52.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",26,130,52.511,117.7,153.4,53
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",27,135,53.343,119.6,158.4,53.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",28,140,54.134,121.4,163.2,54.6
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",29,145,54.886,123,168,55.4
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",3,15,13.147,29.5,16,13.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",30,150,55.602,124.6,172.7,56.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",4,20,16.352,36.7,22.2,16.5
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",5,25,19.288,43.2,28.6,19.4
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",6,30,22.003,49.3,35.1,22.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",7,35,24.528,55,41.6,24.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",8,40,26.887,60.3,48.1,27.1
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",9,45,29.097,65.2,54.5,29.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",1,5,5.527,12.4,4.4,5.6
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",10,50,31.173,69.9,61,31.5
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",11,55,33.127,74.3,67.4,33.4
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",12,60,34.969,78.4,73.7,35.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",13,65,36.708,82.3,80,37
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",14,70,38.351,86,86.2,38.7
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",15,75,39.905,89.5,92.3,40.3
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",16,80,41.376,92.8,98.3,41.8
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",17,85,42.77,95.9,104.3,43.2
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",18,90,44.091,98.8,110.1,44.5
"Aspen-birch_ME_APH_NIPF","Aspen-birch","ME_APH","NIPF","untreated",19,95,45.343,101.6,115.9,45.7
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",2,10,6.194,13.9,0.7,6.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",20,100,46.172,103.5,126.5,46.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",21,105,46.569,104.4,128.1,47
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",22,110,46.904,105.1,129.4,47.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",23,115,47.186,105.8,130.5,47.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",24,120,47.423,106.3,131.3,47.8
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",25,125,47.623,106.8,132,48.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",26,130,47.792,107.1,132.6,48.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",27,135,47.933,107.5,133,48.4
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",28,140,48.053,107.7,133.4,48.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",29,145,48.153,107.9,133.7,48.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",3,15,10.697,24,3.5,10.8
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",30,150,48.238,108.1,133.9,48.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",4,20,15.217,34.1,9,15.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",5,25,19.5,43.7,17.5,19.7
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",6,30,23.427,52.5,28,23.6
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",7,35,26.95,60.4,39.7,27.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",8,40,30.065,67.4,51.8,30.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",9,45,32.788,73.5,63.4,33.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",1,5,2.22,5,0,2.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",10,50,35.151,78.8,74.2,35.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",11,55,37.188,83.4,83.9,37.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",12,60,38.937,87.3,92.4,39.3
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",13,65,40.431,90.6,99.8,40.8
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",14,70,41.705,93.5,106,42.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",15,75,42.789,95.9,111.2,43.2
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",16,80,43.708,98,115.6,44.1
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",17,85,44.487,99.7,119.2,44.9
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",18,90,45.145,101.2,122.1,45.5
"Aspen-birch_ME_NCZ_Industrial","Aspen-birch","ME_NCZ","Industrial","untreated",19,95,45.702,102.5,124.6,46.1
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",2,10,7.79,17.5,9.8,7.9
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",20,100,63.061,141.4,180.2,63.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",21,105,64.852,145.4,188.8,65.4
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",22,110,66.542,149.2,197.2,67.1
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",23,115,68.136,152.7,205.3,68.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",24,120,69.639,156.1,213.3,70.2
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",25,125,71.055,159.3,221,71.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",26,130,72.39,162.3,228.5,73
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",27,135,73.648,165.1,235.8,74.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",28,140,74.833,167.8,242.8,75.5
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",29,145,75.95,170.3,249.7,76.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",3,15,12.025,27,17.4,12.2
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",30,150,77.001,172.6,256.3,77.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",4,20,16.204,36.3,25.8,16.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",5,25,20.272,45.4,34.9,20.4
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",6,30,24.2,54.2,44.4,24.4
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",7,35,27.973,62.7,54.2,28.2
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",8,40,31.585,70.8,64.2,31.9
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",9,45,35.031,78.5,74.3,35.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",1,5,3.62,8.1,3.6,3.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",10,50,38.313,85.9,84.4,38.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",11,55,41.434,92.9,94.6,41.8
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",12,60,44.396,99.5,104.7,44.8
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",13,65,47.205,105.8,114.6,47.6
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",14,70,49.867,111.8,124.5,50.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",15,75,52.386,117.4,134.2,52.8
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",16,80,54.77,122.8,143.8,55.3
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",17,85,57.023,127.8,153.2,57.5
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",18,90,59.152,132.6,162.4,59.7
"Aspen-birch_ME_NCZ_NIPF","Aspen-birch","ME_NCZ","NIPF","untreated",19,95,61.162,137.1,171.4,61.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",2,10,3.628,8.1,2.4,3.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",20,100,44.131,98.9,123.3,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",21,105,44.138,98.9,123.7,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",22,110,44.143,99,123.9,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",23,115,44.146,99,124.1,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",24,120,44.147,99,124.3,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",25,125,44.149,99,124.4,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",26,130,44.149,99,124.5,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",27,135,44.15,99,124.6,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",28,140,44.15,99,124.6,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",29,145,44.15,99,124.6,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",3,15,10.711,24,9.5,10.8
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",30,150,44.15,99,124.7,44.6
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",4,20,19.053,42.7,21.4,19.2
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",5,25,26.503,59.4,36.2,26.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",6,30,32.255,72.3,51.6,32.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",7,35,36.344,81.5,66,36.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",8,40,39.113,87.7,78.6,39.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",9,45,40.935,91.8,89,41.3
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",1,5,0.318,0.7,0.2,0.3
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",10,50,42.111,94.4,97.5,42.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",11,55,42.862,96.1,104.1,43.2
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",12,60,43.339,97.2,109.2,43.7
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",13,65,43.64,97.8,113.1,44
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",14,70,43.83,98.3,116.1,44.2
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",15,75,43.949,98.5,118.3,44.3
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",16,80,44.024,98.7,119.9,44.4
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",17,85,44.071,98.8,121.2,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",18,90,44.101,98.9,122.1,44.5
"Aspen-birch_ME_NH_Industrial","Aspen-birch","ME_NH","Industrial","untreated",19,95,44.119,98.9,122.8,44.5
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",2,10,8.096,18.1,3.2,8.1
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",20,100,44.604,100,136.8,45
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",21,105,44.705,100.2,137.9,45.1
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",22,110,44.783,100.4,138.7,45.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",23,115,44.843,100.5,139.4,45.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",24,120,44.889,100.6,139.9,45.3
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",25,125,44.924,100.7,140.3,45.3
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",26,130,44.951,100.8,140.6,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",27,135,44.972,100.8,140.9,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",28,140,44.988,100.8,141.1,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",29,145,45,100.9,141.3,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",3,15,14.103,31.6,10.2,14.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",30,150,45.01,100.9,141.4,45.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",4,20,19.788,44.4,20.8,20
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",5,25,24.776,55.5,33.8,25
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",6,30,28.97,64.9,47.8,29.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",7,35,32.402,72.6,61.5,32.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",8,40,35.161,78.8,74.4,35.5
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",9,45,37.353,83.7,85.8,37.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",1,5,2.697,6,0.3,2.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",10,50,39.078,87.6,95.8,39.4
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",11,55,40.428,90.6,104.3,40.8
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",12,60,41.479,93,111.4,41.9
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",13,65,42.294,94.8,117.3,42.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",14,70,42.925,96.2,122.1,43.3
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",15,75,43.413,97.3,126.1,43.8
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",16,80,43.789,98.2,129.2,44.2
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",17,85,44.078,98.8,131.8,44.5
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",18,90,44.301,99.3,133.9,44.7
"Aspen-birch_ME_NH_NIPF","Aspen-birch","ME_NH","NIPF","untreated",19,95,44.472,99.7,135.5,44.9
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",2,10,1.15,2.6,2.7,1.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",20,100,40.565,90.9,89.3,40.9
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",21,105,40.635,91.1,89.5,41
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",22,110,40.684,91.2,89.6,41
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",23,115,40.72,91.3,89.6,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",24,120,40.745,91.3,89.7,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",25,125,40.763,91.4,89.7,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",26,130,40.776,91.4,89.7,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",27,135,40.785,91.4,89.8,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",28,140,40.792,91.4,89.8,41.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",29,145,40.797,91.5,89.8,41.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",3,15,4.232,9.5,9.7,4.3
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",30,150,40.8,91.5,89.8,41.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",4,20,9.037,20.3,20.5,9.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",5,25,14.59,32.7,32.9,14.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",6,30,20.014,44.9,44.9,20.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",7,35,24.793,55.6,55.4,25
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",8,40,28.734,64.4,64,29
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",9,45,31.844,71.4,70.8,32.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",1,5,0.078,0.2,0.2,0.1
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",10,50,34.226,76.7,75.9,34.5
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",11,55,36.013,80.7,79.7,36.3
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",12,60,37.334,83.7,82.5,37.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",13,65,38.302,85.9,84.6,38.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",14,70,39.005,87.4,86.1,39.3
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",15,75,39.514,88.6,87.1,39.9
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",16,80,39.88,89.4,87.9,40.2
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",17,85,40.144,90,88.4,40.5
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",18,90,40.333,90.4,88.8,40.7
"Mixedwood_ME_APH_NIPF","Mixedwood","ME_APH","NIPF","untreated",19,95,40.468,90.7,89.1,40.8
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",2,10,2.348,5.3,0.9,2.4
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",20,100,31.037,69.6,62.5,31.3
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",21,105,31.2,69.9,62.8,31.5
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",22,110,31.329,70.2,63,31.6
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",23,115,31.432,70.5,63.2,31.7
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",24,120,31.514,70.6,63.3,31.8
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",25,125,31.578,70.8,63.4,31.9
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",26,130,31.63,70.9,63.5,31.9
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",27,135,31.67,71,63.5,32
"Northern hardwood_ME_APH_Industrial","Northern hardwood","ME_APH","Industrial","harvested",28,140,31.703,71.1,63.6,32
