STATECD,UNITCD,COUNTYCD,PLOT,sdimax_metric_mean,sdimax_metric_median,sdimax_english_mean,sdimax_english_median,PLT_CN,CONDID,FORTYPCD,OWNGRPCD,SITECLCD
9,1,11,33,827.52606742002,828.710641378208,334.887883109511,335.367263132525,445525727489998,1,505,40,5
9,1,11,41,727.435844628602,659.400034596919,294.382811245033,266.849698640875,168249112020004,2,516,40,6
9,1,11,48,1024.54255851691,1025.41100435797,414.617620018951,414.969067545208,119774119010661,2,503,40,4
9,1,11,67,1307.57413601322,1268.99823987414,529.156423776992,513.54531410241,503649758126144,1,503,40,5
9,1,11,95,708.251900783848,708.569772560005,286.619345419852,286.747983550309,445525726489998,1,503,40,5
9,1,11,105,1079.91859591488,1050.56091622194,437.027504938971,425.146874717826,304031886489998,2,503,40,5
9,1,11,107,300.22022512628,294.201091639566,121.494801937364,119.058945290813,445525723489998,1,516,40,5
9,1,11,135,772.105277764762,756.713249212477,312.459887595399,306.230955285501,567481534126144,1,515,30,4
9,1,11,157,1022.02244653627,949.06053081445,413.597766989998,384.071130348964,445525725489998,1,504,40,5
9,1,11,181,1552.36180715683,1450.69833478285,628.218469346346,587.076726030599,1285453490290487,1,519,40,5
9,1,11,185,650.16460810456,657.184820960196,263.112254529559,265.95323358117,1285453483290487,1,515,30,5
9,1,11,202,995.34532497366,973.207926753711,402.801920044161,393.843233763082,814949823290487,1,505,40,5
9,1,11,205,808.878336368718,749.348997111606,327.341414880376,303.250748505509,814949804290487,1,503,40,5
9,1,11,213,769.324363662827,715.966794379898,311.334491703509,289.741451763706,247050468010661,2,503,40,5
9,1,11,217,768.177331697184,766.288478197853,310.870304384274,310.105912572585,567481527126144,1,515,30,5
9,1,11,218,1133.21203224992,1015.49869029421,458.594591198278,410.957696780927,944325508290487,1,962,40,5
9,1,11,248,665.605431551244,637.16926367803,269.360933430574,257.853225773102,814949822290487,1,503,40,5
9,1,11,264,876.330581320777,827.601714372345,354.638367100147,334.918496341801,567481520126144,1,608,30,5
9,1,11,266,432.485692502138,411.953539961752,175.020731961643,166.711665491546,944325471290487,1,503,40,5
9,1,11,269,753.310292030823,785.649173415472,304.853827516669,317.940907133144,1285453491290487,1,708,40,6
9,1,11,313,1301.35035972829,1262.52706468374,526.637751136859,510.926522687778,1285453469290487,1,515,40,5
9,1,11,315,666.208588606404,666.495800515808,269.605022405336,269.72125292922,567481518126144,1,503,40,5
9,1,11,328,849.501514836175,837.542494370848,343.781030232386,338.941386859963,567481525126144,1,503,40,4
9,1,11,360,638.099544781358,619.093779873286,258.229697139571,250.538337764289,445525704489998,1,503,40,5
9,1,11,374,340.592383242144,341.683447243412,137.832832967777,138.274370857769,567481519126144,2,519,40,4
9,1,11,394,875.256824361059,893.869647305865,354.20383312065,361.736174541762,719393318290487,1,503,30,6
9,1,11,395,673.598059330324,680.762128102843,272.595434798928,275.494630268576,168930813010661,1,503,40,6
9,1,11,397,944.047326827421,921.545662794326,382.042358885551,372.936259475319,567481516126144,1,516,40,5
9,1,11,450,973.395529821259,1048.6822133928,393.919154023034,424.386590736193,944325529290487,1,510,40,5
9,1,11,467,381.095120645644,372.473736710184,154.223707555555,150.734757624803,503649759126144,2,515,40,5
