"state","year_offset","agc_Tg","area_Mha"
"RI",0,12.255,0.1678
"RI",10,13.6,0.1678
"RI",20,14.87,0.1678
"RI",30,16.062,0.1678
"RI",40,17.177,0.1678
"RI",50,18.219,0.1678
"RI",60,19.192,0.1678
"RI",70,20.101,0.1678
"RI",80,20.952,0.1678
"RI",90,21.75,0.1678
"RI",100,22.501,0.1678
"SC",0,183.401,4.3985
"SC",10,217.676,4.3985
"SC",20,237.863,4.3985
"SC",30,245.382,4.3985
"SC",40,243.365,4.3985
"SC",50,234.949,4.3985
"SC",60,222.713,4.3985
"SC",70,208.566,4.3985
"SC",80,193.821,4.3985
"SC",90,179.313,4.3985
"SC",100,165.535,4.3985
"SD",0,13.156,0.5348
"SD",10,13.911,0.5348
"SD",20,14.563,0.5348
"SD",30,15.135,0.5348
"SD",40,15.641,0.5348
"SD",50,16.09,0.5348
"SD",60,16.488,0.5348
"SD",70,16.84,0.5348
"SD",80,17.152,0.5348
"SD",90,17.428,0.5348
"SD",100,17.671,0.5348
"TN",0,273.878,4.4252
"TN",10,310.498,4.4252
"TN",20,344.014,4.4252
"TN",30,374.742,4.4252
"TN",40,403.076,4.4252
"TN",50,429.393,4.4252
"TN",60,454.017,4.4252
"TN",70,477.217,4.4252
"TN",80,499.205,4.4252
"TN",90,520.148,4.4252
"TN",100,540.176,4.4252
"TX",0,247.43,8.1372
"TX",10,294.072,8.1372
"TX",20,329.751,8.1372
"TX",30,354.509,8.1372
"TX",40,369.788,8.1372
"TX",50,377.406,8.1372
"TX",60,379.148,8.1372
"TX",70,376.6,8.1372
"TX",80,371.09,8.1372
"TX",90,363.688,8.1372
"TX",100,355.224,8.1372
"UT",0,89.586,5.0243
"UT",10,95.272,5.0243
"UT",20,100.563,5.0243
"UT",30,105.485,5.0243
"UT",40,110.064,5.0243
"UT",50,114.328,5.0243
"UT",60,118.302,5.0243
"UT",70,122.014,5.0243
"UT",80,125.489,5.0243
"UT",90,128.75,5.0243
"UT",100,131.82,5.0243
"VA",0,305.074,5.0831
"VA",10,346.516,5.0831
"VA",20,378.84,5.0831
"VA",30,401.604,5.0831
"VA",40,416.235,5.0831
"VA",50,424.64,5.0831
"VA",60,428.594,5.0831
"VA",70,429.528,5.0831
"VA",80,428.497,5.0831
"VA",90,426.231,5.0831
"VA",100,423.208,5.0831
"VT",0,124.82,2.0032
"VT",10,137.673,2.0032
"VT",20,149.687,2.0032
"VT",30,160.923,2.0032
"VT",40,171.435,2.0032
"VT",50,181.269,2.0032
"VT",60,190.467,2.0032
"VT",70,199.068,2.0032
"VT",80,207.11,2.0032
"VT",90,214.626,2.0032
"VT",100,221.648,2.0032
"WA",0,631.334,7.0102
"WA",10,684.381,7.0102
"WA",20,731.528,7.0102
"WA",30,772.585,7.0102
"WA",40,807.75,7.0102
"WA",50,837.403,7.0102
"WA",60,862.003,7.0102
"WA",70,882.034,7.0102
"WA",80,897.972,7.0102
"WA",90,910.269,7.0102
"WA",100,919.342,7.0102
"WI",0,322.69,7.6028
"WI",10,356.071,7.6028
"WI",20,386.723,7.6028
"WI",30,414.943,7.6028
"WI",40,440.944,7.6028
"WI",50,464.906,7.6028
"WI",60,486.983,7.6028
"WI",70,507.312,7.6028
"WI",80,526.016,7.6028
"WI",90,543.21,7.6028
"WI",100,558.997,7.6028
"WV",0,236.073,3.221
"WV",10,252.547,3.221
"WV",20,266.409,3.221
"WV",30,277.917,3.221
"WV",40,287.306,3.221
"WV",50,294.794,3.221
"WV",60,300.578,3.221
"WV",70,304.836,3.221
"WV",80,307.732,3.221
"WV",90,309.413,3.221
"WV",100,310.013,3.221
"WY",0,125.612,4.3216
"WY",10,134.163,4.3216
"WY",20,142.052,4.3216
"WY",30,149.314,4.3216
"WY",40,155.979,4.3216
"WY",50,162.08,4.3216
"WY",60,167.649,4.3216
"WY",70,172.715,4.3216
"WY",80,177.311,4.3216
"WY",90,181.464,4.3216
"WY",100,185.203,4.3216
