"state","year","hybrid_Tg","recal_Tg","area_Mha"
"ME",2112,410.172,562.272,6.6967
"ME",2122,410.584,569.673,6.6967
"MI",2022,384.042,384.042,7.4562
"MI",2032,420.072,433.591,7.4562
"MI",2042,447.507,475.438,7.4562
"MI",2052,466.45,509.545,7.4562
"MI",2062,477.74,536.917,7.4562
"MI",2072,482.395,558.809,7.4562
"MI",2082,482.05,576.613,7.4562
"MI",2092,477.159,591.201,7.4562
"MI",2102,467.323,603.007,7.4562
"MI",2112,454.541,612.464,7.4562
"MI",2122,439.201,619.968,7.4562
"MN",2022,260.738,260.738,7.0989
"MN",2032,287.404,300.779,7.0989
"MN",2042,309.209,336.475,7.0989
"MN",2052,323.962,365.697,7.0989
"MN",2062,333.339,388.888,7.0989
"MN",2072,338.156,407.035,7.0989
"MN",2082,338.369,421.08,7.0989
"MN",2092,335.318,431.704,7.0989
"MN",2102,329.954,439.909,7.0989
"MN",2112,322.548,446.174,7.0989
"MN",2122,312.916,450.767,7.0989
"MO",2022,380.676,380.676,6.77
"MO",2032,404.367,414.247,6.77
"MO",2042,421.929,441.907,6.77
"MO",2052,433.793,463.806,6.77
"MO",2062,440.646,480.65,6.77
"MO",2072,443.058,493.162,6.77
"MO",2082,441.797,502.26,6.77
"MO",2092,437.646,508.72,6.77
"MO",2102,431.896,513.254,6.77
"MO",2112,425.083,516.411,6.77
"MO",2122,417.601,518.735,6.77
"MS",2022,316.33,316.33,6.285
"MS",2032,398.882,408.63,6.285
"MS",2042,462.011,493.211,6.285
"MS",2052,507.923,560.107,6.285
"MS",2062,540.502,611.456,6.285
"MS",2072,558.952,648.35,6.285
"MS",2082,563.143,671.665,6.285
"MS",2092,555.202,683.888,6.285
"MS",2102,539.637,689.709,6.285
"MS",2112,521.274,693.273,6.285
"MS",2122,502.74,695.988,6.285
"MT",2022,407.366,407.366,9.0457
"MT",2032,430.926,441.529,9.0457
"MT",2042,450.906,473.249,9.0457
"MT",2052,467.156,501.143,9.0457
"MT",2062,480.002,524.874,9.0457
"MT",2072,489.56,544.416,9.0457
"MT",2082,495.627,560.121,9.0457
"MT",2092,498.507,572.522,9.0457
"MT",2102,498.847,582.361,9.0457
"MT",2112,496.777,590.135,9.0457
"MT",2122,493.029,596.423,9.0457
"NC",2022,332.286,332.286,5.826
"NC",2032,395.077,401.571,5.826
"NC",2042,447.284,466.074,5.826
"NC",2052,487.232,518.635,5.826
"NC",2062,516.351,560.712,5.826
"NC",2072,536.039,594.182,5.826
"NC",2082,544.586,619.653,5.826
"NC",2092,543.709,637.908,5.826
"NC",2102,534.76,650.159,5.826
"NC",2112,518.08,658.138,5.826
"NC",2122,494.365,663.246,5.826
"ND",2022,4.825,4.825,0.2935
"ND",2032,5.323,5.723,0.2935
"ND",2042,5.767,6.455,0.2935
"ND",2052,6.162,7.019,0.2935
"ND",2062,6.511,7.448,0.2935
"ND",2072,6.796,7.799,0.2935
"ND",2082,6.963,8.032,0.2935
"ND",2092,6.965,8.134,0.2935
"ND",2102,6.865,8.183,0.2935
"ND",2112,6.736,8.22,0.2935
"ND",2122,6.591,8.251,0.2935
"NE",2022,15.941,15.941,0.4255
"NE",2032,16.743,17.494,0.4255
"NE",2042,17.074,18.612,0.4255
"NE",2052,17.145,19.451,0.4255
"NE",2062,16.716,20.074,0.4255
"NE",2072,16.398,20.557,0.4255
"NE",2082,16.159,20.968,0.4255
"NE",2092,15.691,21.289,0.4255
"NE",2102,15.366,21.581,0.4255
"NE",2112,15.121,21.852,0.4255
"NE",2122,14.953,22.102,0.4255
"NH",2022,138.088,138.088,1.9184
"NH",2032,149.809,152.282,1.9184
"NH",2042,158.858,164.248,1.9184
"NH",2052,165.261,174.01,1.9184
"NH",2062,168.358,181.297,1.9184
"NH",2072,168.741,186.5,1.9184
"NH",2082,166.023,189.583,1.9184
"NH",2092,161.426,191.433,1.9184
"NH",2102,155.662,192.517,1.9184
"NH",2112,149.317,193.187,1.9184
"NH",2122,142.961,193.725,1.9184
"NJ",2022,43.804,43.804,0.7759
"NJ",2032,46.643,48.26,0.7759
"NJ",2042,48.597,51.938,0.7759
"NJ",2052,49.424,54.68,0.7759
"NJ",2062,49.888,56.915,0.7759
"NJ",2072,49.176,58.339,0.7759
"NJ",2082,48.245,59.472,0.7759
"NJ",2092,46.998,60.395,0.7759
"NJ",2102,45.286,61.135,0.7759
"NJ",2112,43.29,61.745,0.7759
"NJ",2122,41.225,62.296,0.7759
"NM",2022,143.357,143.357,6.8649
"NM",2032,150.967,151.463,6.8649
"NM",2042,157.344,158.822,6.8649
"NM",2052,162.185,165.216,6.8649
"NM",2062,166.197,170.787,6.8649
"NM",2072,169.143,175.636,6.8649
"NM",2082,171.062,179.913,6.8649
"NM",2092,172.159,183.792,6.8649
"NM",2102,172.172,187.173,6.8649
"NM",2112,170.987,190.014,6.8649
"NM",2122,169.446,192.53,6.8649
"NV",2022,43.724,43.724,3.5892
"NV",2032,45.786,46.533,3.5892
"NV",2042,47.639,49.201,3.5892
"NV",2052,49.269,51.557,3.5892
"NV",2062,50.679,53.594,3.5892
"NV",2072,51.857,55.341,3.5892
"NV",2082,52.707,56.776,3.5892
"NV",2092,53.325,57.993,3.5892
"NV",2102,53.751,59.017,3.5892
"NV",2112,54.059,59.876,3.5892
"NV",2122,54.269,60.597,3.5892
"NY",2022,388.173,388.173,5.856
"NY",2032,421.292,430.879,5.856
"NY",2042,446.175,466.707,5.856
"NY",2052,462.924,495.767,5.856
"NY",2062,474.147,518.713,5.856
"NY",2072,480.669,536.446,5.856
"NY",2082,483.003,549.779,5.856
"NY",2092,482.124,560.078,5.856
"NY",2102,479.327,568.384,5.856
"NY",2112,475.094,575.11,5.856
"NY",2122,470.159,580.561,5.856
"OH",2022,191.519,191.519,2.9268
"OH",2032,218.426,221.679,2.9268
"OH",2042,242.094,249.444,2.9268
"OH",2052,260.93,273.338,2.9268
"OH",2062,276.288,293.857,2.9268
"OH",2072,285.357,310.684,2.9268
"OH",2082,290.971,323.545,2.9268
"OH",2092,290.623,332.979,2.9268
"OH",2102,280.925,338.435,2.9268
"OH",2112,266.373,341.502,2.9268
"OH",2122,253.999,343.862,2.9268
"OK",2022,137.82,137.82,3.4058
"OK",2032,154.375,157.834,3.4058
"OK",2042,165.388,173.753,3.4058
"OK",2052,169.518,184.901,3.4058
"OK",2062,168.336,192.276,3.4058
"OK",2072,164.204,197.336,3.4058
"OK",2082,159.31,200.917,3.4058
"OK",2092,153.563,203.255,3.4058
"OK",2102,147.799,204.971,3.4058
"OK",2112,141.992,206.245,3.4058
"OK",2122,136.367,207.304,3.4058
"OR",2022,992.252,992.252,10.5466
"OR",2032,1053.806,1080.46,10.5466
"OR",2042,1105.67,1156.979,10.5466
"OR",2052,1148.534,1221.944,10.5466
"OR",2062,1183.987,1276.418,10.5466
"OR",2072,1212.865,1322.51,10.5466
"OR",2082,1235.924,1362.284,10.5466
"OR",2092,1254.46,1396.834,10.5466
"OR",2102,1268.627,1426.057,10.5466
"OR",2112,1279.058,1450.157,10.5466
"OR",2122,1285.935,1469.451,10.5466
"PA",2022,478.97,478.97,6.3815
"PA",2032,514.796,529.642,6.3815
"PA",2042,540.587,573.846,6.3815
"PA",2052,555.319,609.952,6.3815
"PA",2062,562.31,639.665,6.3815
"PA",2072,559.043,662.142,6.3815
"PA",2082,550.738,679.723,6.3815
"PA",2092,538.639,693.485,6.3815
"PA",2102,524.834,704.729,6.3815
"PA",2112,509.907,713.744,6.3815
"PA",2122,497.17,721.385,6.3815
"RI",2022,6.29,6.29,0.0862
"RI",2032,6.863,7.036,0.0862
"RI",2042,7.08,7.587,0.0862
"RI",2052,7.1,8.015,0.0862
"RI",2062,6.679,8.222,0.0862
"RI",2072,6.047,8.317,0.0862
"RI",2082,5.42,8.384,0.0862
"RI",2092,4.703,8.384,0.0862
"RI",2102,4.056,8.384,0.0862
"RI",2112,3.481,8.384,0.0862
"RI",2122,2.976,8.384,0.0862
"SC",2022,224.075,224.075,4.3985
"SC",2032,260.791,273.631,4.3985
"SC",2042,279.195,317.3,4.3985
"SC",2052,285.278,349.069,4.3985
"SC",2062,283.991,371.328,4.3985
"SC",2072,276.847,386.495,4.3985
"SC",2082,264.262,395.963,4.3985
"SC",2092,250.723,402.02,4.3985
"SC",2102,238.392,405.988,4.3985
"SC",2112,227.791,408.439,4.3985
"SC",2122,218.628,409.721,4.3985
"SD",2022,16.374,16.374,0.5348
"SD",2032,17.267,17.926,0.5348
"SD",2042,17.908,19.378,0.5348
"SD",2052,18.395,20.684,0.5348
"SD",2062,18.745,21.827,0.5348
"SD",2072,19.035,22.84,0.5348
"SD",2082,19.257,23.704,0.5348
"SD",2092,19.385,24.43,0.5348
"SD",2102,19.47,25.046,0.5348
"SD",2112,19.535,25.572,0.5348
"SD",2122,19.605,26.017,0.5348
"TN",2022,283.627,283.627,4.1389
"TN",2032,318.893,324.03,4.1389
"TN",2042,347.894,361.077,4.1389
"TN",2052,371.454,393.489,4.1389
"TN",2062,389.085,420.745,4.1389
"TN",2072,398.265,442.516,4.1389
"TN",2082,395.933,459.861,4.1389
"TN",2092,376.853,472.805,4.1389
"TN",2102,336.515,481.327,4.1389
"TN",2112,287.193,486.634,4.1389
"TN",2122,248.022,490.532,4.1389
"TX",2022,283.501,283.501,8.1372
"TX",2032,332.435,343.284,8.1372
"TX",2042,370.464,397.806,8.1372
"TX",2052,397.478,441.582,8.1372
"TX",2062,413.591,474.847,8.1372
"TX",2072,418.725,499.127,8.1372
"TX",2082,413.867,515.311,8.1372
"TX",2092,397.732,524.151,8.1372
"TX",2102,376.06,528.466,8.1372
"TX",2112,352.154,530.173,8.1372
"TX",2122,328.935,531.352,8.1372
"UT",2022,108.684,108.684,5.0243
"UT",2032,114.603,114.947,5.0243
"UT",2042,119.655,120.601,5.0243
"UT",2052,123.673,125.491,5.0243
"UT",2062,126.556,129.493,5.0243
"UT",2072,128.261,132.645,5.0243
"UT",2082,129.127,135.222,5.0243
"UT",2092,129.148,137.278,5.0243
"UT",2102,128.65,139.082,5.0243
"UT",2112,127.626,140.666,5.0243
"UT",2122,126.182,141.961,5.0243
"VA",2022,336.412,336.412,5.0831
"VA",2032,378.604,385.801,5.0831
"VA",2042,412.855,433.143,5.0831
"VA",2052,439.21,473.061,5.0831
"VA",2062,457.55,505.375,5.0831
"VA",2072,469.06,530.984,5.0831
"VA",2082,473.852,550.65,5.0831
"VA",2092,473.714,565.55,5.0831
"VA",2102,468.441,576.41,5.0831
"VA",2112,458.63,584.596,5.0831
"VA",2122,446.051,590.959,5.0831
"VT",2022,139.084,139.084,2.0032
"VT",2032,154.136,155.583,2.0032
"VT",2042,166.58,169.472,2.0032
"VT",2052,174.497,179.931,2.0032
"VT",2062,177.361,186.699,2.0032
"VT",2072,176.926,191.238,2.0032
"VT",2082,173.344,194.006,2.0032
"VT",2092,167.665,195.759,2.0032
"VT",2102,160.332,196.62,2.0032
"VT",2112,152.334,196.926,2.0032
"VT",2122,144.475,197.153,2.0032
"WA",2022,711.136,711.136,7.0102
"WA",2032,764.878,784.905,7.0102
"WA",2042,809.445,848.967,7.0102
"WA",2052,843.38,901.608,7.0102
"WA",2062,867.767,944.102,7.0102
"WA",2072,883.289,978.035,7.0102
"WA",2082,889.494,1003.122,7.0102
"WA",2092,889.841,1022.83,7.0102
"WA",2102,887.811,1039.785,7.0102
"WA",2112,885.002,1054.706,7.0102
"WA",2122,881.763,1067.546,7.0102
"WI",2022,384.233,384.233,7.6028
"WI",2032,420.977,433.938,7.6028
"WI",2042,449.186,476.373,7.6028
"WI",2052,466.256,510.195,7.6028
"WI",2062,474.253,536.846,7.6028
"WI",2072,474.29,557.345,7.6028
"WI",2082,465.483,572.222,7.6028
"WI",2092,451.616,582.917,7.6028
"WI",2102,434.479,590.414,7.6028
"WI",2112,415.372,595.728,7.6028
"WI",2122,395.463,599.664,7.6028
"WV",2022,256.665,256.665,3.221
"WV",2032,271.767,279.991,3.221
"WV",2042,282.375,298.898,3.221
"WV",2052,288.742,313.357,3.221
"WV",2062,290.597,323.803,3.221
"WV",2072,287.47,331.085,3.221
"WV",2082,281.055,336.204,3.221
"WV",2092,272.423,339.846,3.221
"WV",2102,262.164,342.491,3.221
"WV",2112,249.662,344.359,3.221
"WV",2122,235.014,345.694,3.221
"WY",2022,156.459,156.459,4.3216
"WY",2032,166.464,167.102,4.3216
"WY",2042,174.98,177.07,4.3216
"WY",2052,182.15,185.965,4.3216
"WY",2062,188.227,193.846,4.3216
"WY",2072,193.316,200.932,4.3216
"WY",2082,197.577,207.309,4.3216
"WY",2092,201.119,212.823,4.3216
"WY",2102,203.964,217.59,4.3216
"WY",2112,206.08,221.732,4.3216
"WY",2122,207.379,225.256,4.3216
