"forest_type","ecoregion","owner","treatment","period","age_yr","AGB_tonac","AGB_MgHa","Vol_m3Ha","Carbon_MgHa","Carbon_tonac"
"White_Red_pine","ME_APH","Industrial","untreated",16,80,54.63,122.5,173,55.1,24.584
"White_Red_pine","ME_APH","Industrial","untreated",17,85,56.103,125.8,176.1,56.6,25.246
"White_Red_pine","ME_APH","Industrial","untreated",18,90,57.394,128.7,178.5,57.9,25.827
"White_Red_pine","ME_APH","Industrial","untreated",19,95,58.525,131.2,180.5,59,26.336
"White_Red_pine","ME_APH","Industrial","untreated",20,100,59.514,133.4,182.1,60,26.781
"White_Red_pine","ME_APH","Industrial","untreated",21,105,60.378,135.3,183.4,60.9,27.17
"White_Red_pine","ME_APH","Industrial","untreated",22,110,61.132,137,184.4,61.6,27.509
"White_Red_pine","ME_APH","Industrial","untreated",23,115,61.79,138.5,185.2,62.3,27.805
"White_Red_pine","ME_APH","Industrial","untreated",24,120,62.363,139.8,185.8,62.9,28.063
"White_Red_pine","ME_APH","Industrial","untreated",25,125,62.862,140.9,186.3,63.4,28.288
"White_Red_pine","ME_APH","Industrial","untreated",26,130,63.297,141.9,186.7,63.9,28.484
"White_Red_pine","ME_APH","Industrial","untreated",27,135,63.675,142.7,187.1,64.2,28.654
"White_Red_pine","ME_APH","Industrial","untreated",28,140,64.004,143.5,187.3,64.6,28.802
"White_Red_pine","ME_APH","Industrial","untreated",29,145,64.29,144.1,187.5,64.8,28.931
"White_Red_pine","ME_APH","Industrial","untreated",30,150,64.538,144.7,187.7,65.1,29.042
"White_Red_pine","ME_APH","NIPF","harvested",1,5,0.199,0.4,2.1,0.2,0.09
"White_Red_pine","ME_APH","NIPF","harvested",2,10,2.424,5.4,18.3,2.4,1.091
"White_Red_pine","ME_APH","NIPF","harvested",3,15,7.568,17,43.8,7.7,3.406
"White_Red_pine","ME_APH","NIPF","harvested",4,20,14.083,31.6,66.5,14.2,6.337
"White_Red_pine","ME_APH","NIPF","harvested",5,25,20.299,45.5,82.3,20.5,9.135
"White_Red_pine","ME_APH","NIPF","harvested",6,30,25.391,56.9,92.1,25.6,11.426
"White_Red_pine","ME_APH","NIPF","harvested",7,35,29.213,65.5,97.8,29.5,13.146
"White_Red_pine","ME_APH","NIPF","harvested",8,40,31.931,71.6,101,32.2,14.369
"White_Red_pine","ME_APH","NIPF","harvested",9,45,33.803,75.8,102.8,34.1,15.211
"White_Red_pine","ME_APH","NIPF","harvested",10,50,35.064,78.6,103.8,35.4,15.779
"White_Red_pine","ME_APH","NIPF","harvested",11,55,35.904,80.5,104.3,36.2,16.157
"White_Red_pine","ME_APH","NIPF","harvested",12,60,36.457,81.7,104.6,36.8,16.406
"White_Red_pine","ME_APH","NIPF","harvested",13,65,36.821,82.5,104.7,37.1,16.569
"White_Red_pine","ME_APH","NIPF","harvested",14,70,37.058,83.1,104.8,37.4,16.676
"White_Red_pine","ME_APH","NIPF","harvested",15,75,37.213,83.4,104.9,37.5,16.746
"White_Red_pine","ME_APH","NIPF","harvested",16,80,37.314,83.6,104.9,37.6,16.791
"White_Red_pine","ME_APH","NIPF","harvested",17,85,37.379,83.8,104.9,37.7,16.821
"White_Red_pine","ME_APH","NIPF","harvested",18,90,37.422,83.9,104.9,37.8,16.84
"White_Red_pine","ME_APH","NIPF","harvested",19,95,37.45,84,104.9,37.8,16.853
"White_Red_pine","ME_APH","NIPF","harvested",20,100,37.468,84,104.9,37.8,16.861
"White_Red_pine","ME_APH","NIPF","harvested",21,105,37.479,84,104.9,37.8,16.866
"White_Red_pine","ME_APH","NIPF","harvested",22,110,37.487,84,104.9,37.8,16.869
"White_Red_pine","ME_APH","NIPF","harvested",23,115,37.492,84,104.9,37.8,16.871
"White_Red_pine","ME_APH","NIPF","harvested",24,120,37.495,84.1,104.9,37.8,16.873
"White_Red_pine","ME_APH","NIPF","harvested",25,125,37.497,84.1,104.9,37.8,16.874
"White_Red_pine","ME_APH","NIPF","harvested",26,130,37.498,84.1,104.9,37.8,16.874
"White_Red_pine","ME_APH","NIPF","harvested",27,135,37.499,84.1,104.9,37.8,16.875
"White_Red_pine","ME_APH","NIPF","harvested",28,140,37.5,84.1,104.9,37.8,16.875
"White_Red_pine","ME_APH","NIPF","harvested",29,145,37.5,84.1,104.9,37.8,16.875
"White_Red_pine","ME_APH","NIPF","harvested",30,150,37.501,84.1,104.9,37.8,16.875
"White_Red_pine","ME_APH","NIPF","untreated",1,5,13.752,30.8,40.4,13.9,6.188
"White_Red_pine","ME_APH","NIPF","untreated",2,10,20.079,45,59.9,20.2,9.036
"White_Red_pine","ME_APH","NIPF","untreated",3,15,24.984,56,75.2,25.2,11.243
"White_Red_pine","ME_APH","NIPF","untreated",4,20,29.118,65.3,88.2,29.4,13.103
"White_Red_pine","ME_APH","NIPF","untreated",5,25,32.74,73.4,99.6,33,14.733
"White_Red_pine","ME_APH","NIPF","untreated",6,30,35.988,80.7,109.9,36.3,16.195
"White_Red_pine","ME_APH","NIPF","untreated",7,35,38.944,87.3,119.3,39.3,17.525
"White_Red_pine","ME_APH","NIPF","untreated",8,40,41.664,93.4,127.9,42,18.749
"White_Red_pine","ME_APH","NIPF","untreated",9,45,44.186,99.1,136,44.6,19.884
"White_Red_pine","ME_APH","NIPF","untreated",10,50,46.54,104.3,143.5,46.9,20.943
"White_Red_pine","ME_APH","NIPF","untreated",11,55,48.748,109.3,150.6,49.2,21.937
"White_Red_pine","ME_APH","NIPF","untreated",12,60,50.827,113.9,157.3,51.3,22.872
"White_Red_pine","ME_APH","NIPF","untreated",13,65,52.791,118.3,163.6,53.2,23.756
"White_Red_pine","ME_APH","NIPF","untreated",14,70,54.652,122.5,169.6,55.1,24.593
"White_Red_pine","ME_APH","NIPF","untreated",15,75,56.42,126.5,175.3,56.9,25.389
"White_Red_pine","ME_APH","NIPF","untreated",16,80,58.102,130.2,180.8,58.6,26.146
"White_Red_pine","ME_APH","NIPF","untreated",17,85,59.706,133.8,186,60.2,26.868
"White_Red_pine","ME_APH","NIPF","untreated",18,90,61.238,137.3,190.9,61.8,27.557
"White_Red_pine","ME_APH","NIPF","untreated",19,95,62.703,140.6,195.7,63.3,28.216
"White_Red_pine","ME_APH","NIPF","untreated",20,100,64.106,143.7,200.2,64.7,28.848
"White_Red_pine","ME_APH","NIPF","untreated",21,105,65.452,146.7,204.6,66,29.453
"White_Red_pine","ME_APH","NIPF","untreated",22,110,66.743,149.6,208.8,67.3,30.034
"White_Red_pine","ME_APH","NIPF","untreated",23,115,67.983,152.4,212.8,68.6,30.592
"White_Red_pine","ME_APH","NIPF","untreated",24,120,69.176,155.1,216.7,69.8,31.129
"White_Red_pine","ME_APH","NIPF","untreated",25,125,70.323,157.6,220.5,70.9,31.645
"White_Red_pine","ME_APH","NIPF","untreated",26,130,71.428,160.1,224.1,72,32.143
"White_Red_pine","ME_APH","NIPF","untreated",27,135,72.493,162.5,227.5,73.1,32.622
"White_Red_pine","ME_APH","NIPF","untreated",28,140,73.519,164.8,230.9,74.2,33.084
"White_Red_pine","ME_APH","NIPF","untreated",29,145,74.51,167,234.1,75.2,33.53
"White_Red_pine","ME_APH","NIPF","untreated",30,150,75.465,169.2,237.3,76.1,33.959
"White_Red_pine","ME_NCZ","NIPF","untreated",1,5,0.081,0.2,0.3,0.1,0.036
"White_Red_pine","ME_NCZ","NIPF","untreated",2,10,1.289,2.9,4,1.3,0.58
"White_Red_pine","ME_NCZ","NIPF","untreated",3,15,5.027,11.3,15.8,5.1,2.262
"White_Red_pine","ME_NCZ","NIPF","untreated",4,20,11.294,25.3,35.6,11.4,5.082
"White_Red_pine","ME_NCZ","NIPF","untreated",5,25,19.049,42.7,60.4,19.2,8.572
"White_Red_pine","ME_NCZ","NIPF","untreated",6,30,27.117,60.8,86.3,27.4,12.203
"White_Red_pine","ME_NCZ","NIPF","untreated",7,35,34.655,77.7,110.7,35,15.595
"White_Red_pine","ME_NCZ","NIPF","untreated",8,40,41.218,92.4,132.1,41.6,18.548
"White_Red_pine","ME_NCZ","NIPF","untreated",9,45,46.666,104.6,149.9,47.1,21
"White_Red_pine","ME_NCZ","NIPF","untreated",10,50,51.04,114.4,164.3,51.5,22.968
"White_Red_pine","ME_NCZ","NIPF","untreated",11,55,54.47,122.1,175.7,54.9,24.512
"White_Red_pine","ME_NCZ","NIPF","untreated",12,60,57.115,128,184.4,57.6,25.702
"White_Red_pine","ME_NCZ","NIPF","untreated",13,65,59.131,132.6,191.2,59.7,26.609
"White_Red_pine","ME_NCZ","NIPF","untreated",14,70,60.653,136,196.3,61.2,27.294
"White_Red_pine","ME_NCZ","NIPF","untreated",15,75,61.795,138.5,200.1,62.3,27.808
"White_Red_pine","ME_NCZ","NIPF","untreated",16,80,62.648,140.4,203,63.2,28.192
"White_Red_pine","ME_NCZ","NIPF","untreated",17,85,63.283,141.9,205.2,63.9,28.477
"White_Red_pine","ME_NCZ","NIPF","untreated",18,90,63.755,142.9,206.8,64.3,28.69
"White_Red_pine","ME_NCZ","NIPF","untreated",19,95,64.104,143.7,208,64.7,28.847
"White_Red_pine","ME_NCZ","NIPF","untreated",20,100,64.363,144.3,208.8,64.9,28.963
"White_Red_pine","ME_NCZ","NIPF","untreated",21,105,64.554,144.7,209.5,65.1,29.049
"White_Red_pine","ME_NCZ","NIPF","untreated",22,110,64.695,145,210,65.2,29.113
"White_Red_pine","ME_NCZ","NIPF","untreated",23,115,64.799,145.3,210.3,65.4,29.16
"White_Red_pine","ME_NCZ","NIPF","untreated",24,120,64.876,145.4,210.6,65.4,29.194
"White_Red_pine","ME_NCZ","NIPF","untreated",25,125,64.933,145.6,210.8,65.5,29.22
"White_Red_pine","ME_NCZ","NIPF","untreated",26,130,64.975,145.7,211,65.6,29.239
"White_Red_pine","ME_NCZ","NIPF","untreated",27,135,65.006,145.7,211.1,65.6,29.253
"White_Red_pine","ME_NCZ","NIPF","untreated",28,140,65.029,145.8,211.1,65.6,29.263
"White_Red_pine","ME_NCZ","NIPF","untreated",29,145,65.046,145.8,211.2,65.6,29.271
"White_Red_pine","ME_NCZ","NIPF","untreated",30,150,65.058,145.8,211.2,65.6,29.276
